|phish_id|url|phish_detail_url|submission_time|verified|verification_time|online|target
17|5982052|http://paws.org.au/store/admin/view/javascript/fckeditor/editor/plugins/valid.free.fr/adsl/|http://www.phishtank.com/phish_detail.php?phish_id=5982052|2019-03-24T09:48:23+00:00|yes|2019-04-16T11:18:31+00:00|yes|Other
18|6494809|https://chiatena.zxy.me/resume/dir/auth/view/document/|http://www.phishtank.com/phish_detail.php?phish_id=6494809|2020-04-08T22:01:42+00:00|yes|2020-04-08T22:06:35+00:00|yes|Other
19|6446422|http://royalhometouchhotels.com/sc/login.php?cmd=login_submit&amp;id=02d40883d7bc1c8d37baeb120577685a02d40883d7bc1c8d37baeb120577685a&amp;session=02d40883d7bc1c8d37baeb120577685a02d40883d7bc1c8d37baeb120577685a|http://www.phishtank.com/phish_detail.php?phish_id=6446422|2020-03-12T14:01:32+00:00|yes|2020-03-12T14:05:00+00:00|yes|Other
20|6423097|http://infopublishersassociation.com/wp-includes/images/smilies/bofa/x1x/v2/cee69007311e1da/login.php|http://www.phishtank.com/phish_detail.php?phish_id=6423097|2020-02-28T03:04:38+00:00|yes|2020-02-28T03:20:44+00:00|yes|Other
21|6556288|https://qwmj.weebly.com/|http://www.phishtank.com/phish_detail.php?phish_id=6556288|2020-05-09T13:01:41+00:00|yes|2020-05-09T17:30:04+00:00|yes|Other
22|6547293|http://nowskins.com/openid/login/|http://www.phishtank.com/phish_detail.php?phish_id=6547293|2020-05-05T02:06:46+00:00|yes|2020-05-05T02:10:48+00:00|yes|Other
23|6548040|https://atendimento-sac-pg.joomla.com/br/netflix/index.php?q=7vjw33n77vjw-oeht-7vjwoehtoeht-emo3oeht&s=7vjw33n77vjw-oeht-7vjwoehtoeht-emo3oeht&n=7vjw33n77vjw-oeht-7vjwoehtoeht-emo3oeht|http://www.phishtank.com/phish_detail.php?phish_id=6548040|2020-05-05T10:00:30+00:00|yes|2020-05-05T10:04:28+00:00|yes|Other
24|6551168|https://saleschampion.co.uk/wp-content/themes/infinity-pro/4/login.php?cmd=login_submit&amp;id=8fd660fb04fb316b9cdbd2aa6e8743518fd660fb04fb316b9cdbd2aa6e874351&amp;session=8fd660fb04fb316b9cdbd2aa6e8743518fd660fb04fb316b9cdbd2aa6e874351|http://www.phishtank.com/phish_detail.php?phish_id=6551168|2020-05-06T22:01:19+00:00|yes|2020-05-06T22:03:50+00:00|yes|Other
25|5302349|https://sites.google.com/site/clamingidentify008754504/|http://www.phishtank.com/phish_detail.php?phish_id=5302349|2017-10-27T13:24:17+00:00|yes|2017-12-08T20:10:25+00:00|yes|Facebook
26|6547350|http://medienschmiede-sander.de/tim/0Q3cJQkOjXwusmhyEjKn915MuqpVtyEuoIG8z1WSZtnsPE0tYKR7LWUgnkcQSRlhA1p93m22Ppu/|http://www.phishtank.com/phish_detail.php?phish_id=6547350|2020-05-05T02:10:55+00:00|yes|2020-05-05T02:19:42+00:00|yes|Other
27|4350112|http://weddingsbyknottydays.com/.user/|http://www.phishtank.com/phish_detail.php?phish_id=4350112|2016-08-05T14:24:09+00:00|yes|2016-10-10T14:20:18+00:00|yes|PayPal
28|6455141|http://www.meduchet.com/crm/21138163051d1d676653c26.71326395install/paypaqu/customer_center/customer-IDPP00C934/indexx.php|http://www.phishtank.com/phish_detail.php?phish_id=6455141|2020-03-18T11:01:25+00:00|yes|2020-03-18T11:10:40+00:00|yes|Other
29|6517221|http://35.188.36.185/bank_of_america/27-03-2020/promo.bankofamerica.com/website|http://www.phishtank.com/phish_detail.php?phish_id=6517221|2020-04-20T14:00:27+00:00|yes|2020-04-20T14:01:22+00:00|yes|Other
30|6525705|https://lt.mydplr.com/16672ac75448ecdb528e1c663c0df3a7-f10ed321df1a4fbc893c86fbb12f0913|http://www.phishtank.com/phish_detail.php?phish_id=6525705|2020-04-24T06:40:58+00:00|yes|2020-04-24T08:55:06+00:00|yes|Other
31|6556388|http://www.maciel.med.br/wp-content/plugins/form/|http://www.phishtank.com/phish_detail.php?phish_id=6556388|2020-05-09T14:05:23+00:00|yes|2020-05-09T14:17:39+00:00|yes|Other
32|6544349|http://lz5.1ee.myftpupload.com/mvc/49ad23d1ec9fa4bd8d77d02681df5cfa/|http://www.phishtank.com/phish_detail.php?phish_id=6544349|2020-05-03T14:03:58+00:00|yes|2020-05-03T14:44:51+00:00|yes|Other
33|6546332|http://jrgm.com.mx/docusign|http://www.phishtank.com/phish_detail.php?phish_id=6546332|2020-05-04T16:03:54+00:00|yes|2020-05-04T16:31:13+00:00|yes|Other
34|6554118|http://kidgmt.xyz/index.php?main_page=product_info&amp;products_id=9408|http://www.phishtank.com/phish_detail.php?phish_id=6554118|2020-05-08T06:03:43+00:00|yes|2020-05-08T06:08:48+00:00|yes|Other
35|6288857|http://agro-hotel.com/Indexxatt.htm|http://www.phishtank.com/phish_detail.php?phish_id=6288857|2019-11-21T13:11:14+00:00|yes|2019-11-21T19:28:07+00:00|yes|AT&amp;T
36|6518553|http://prettanike.com/ggg/Netflix/user549/|http://www.phishtank.com/phish_detail.php?phish_id=6518553|2020-04-21T01:55:10+00:00|yes|2020-04-21T08:42:05+00:00|yes|Netflix
37|6530795|http://costcutterhome.com/wp-content/languages/themes/HUUU/|http://www.phishtank.com/phish_detail.php?phish_id=6530795|2020-04-26T23:02:55+00:00|yes|2020-04-26T23:05:28+00:00|yes|Other
38|6459668|http://art-hous.ru/cache/jw_sigpro|http://www.phishtank.com/phish_detail.php?phish_id=6459668|2020-03-20T16:41:29+00:00|yes|2020-03-20T16:42:33+00:00|yes|Other
39|3422833|http://zdravets.org/Scripts/Supplier/weblogin.html|http://www.phishtank.com/phish_detail.php?phish_id=3422833|2015-08-27T02:24:17+00:00|yes|2015-10-31T02:35:59+00:00|yes|Other
40|6491647|http://dev.klinikmatanusantara.com/signin/|http://www.phishtank.com/phish_detail.php?phish_id=6491647|2020-04-07T14:03:17+00:00|yes|2020-04-07T14:11:38+00:00|yes|Other
41|6032592|http://www.cheaproomsvalencia.com/Paypal/Support/ID-NUMB841/myaccount/signin/|http://www.phishtank.com/phish_detail.php?phish_id=6032592|2019-05-04T12:11:24+00:00|yes|2019-05-04T19:32:54+00:00|yes|Other
42|6497657|http://grindtimegym.com/wp-admin/includes/class/wells/|http://www.phishtank.com/phish_detail.php?phish_id=6497657|2020-04-10T14:23:35+00:00|yes|2020-04-10T15:01:01+00:00|yes|Other
43|6466352|https://iamlosingweighttoday.com/ncx/?email=|http://www.phishtank.com/phish_detail.php?phish_id=6466352|2020-03-24T14:01:41+00:00|yes|2020-03-24T14:08:29+00:00|yes|Other
44|6524959|https://lynshirt.com/wp-admin/PayPal/customer_center/customer-IDPP00C512/signin/signin.php?cmd=_update-information&account_update=996413ba61fbcea6418a064892ef6321&lim_session=009c10a6df7ef8d64751e768df8214f502134ea0|http://www.phishtank.com/phish_detail.php?phish_id=6524959|2020-04-23T21:00:33+00:00|yes|2020-04-23T21:02:13+00:00|yes|Other
45|6528493|http://smartraining.org/wp-admin/portal/signin/DN71DMD632/verification-signin.php?section=signinpage&update=&cookies=ID-56N38ADDC6-787d055c92b8ccf2cf3715e5fd8c7311&destination=HOME|http://www.phishtank.com/phish_detail.php?phish_id=6528493|2020-04-25T20:29:42+00:00|yes|2020-04-25T20:54:24+00:00|yes|Other
46|6423864|https://windowshost404902.s3-ap-southeast-1.amazonaws.com/secure/app.html?kbmF1d2llZDA5MzAzMDNtZG1kbWR=altaifsign@gmail.com&amp;kbmF1d2llZDA5MzAzMDNtZG1kbWR=o|http://www.phishtank.com/phish_detail.php?phish_id=6423864|2020-02-28T13:17:50+00:00|yes|2020-02-28T13:19:43+00:00|yes|Other
47|6554363|https://amazon.co.jp.lcmgo.com/|http://www.phishtank.com/phish_detail.php?phish_id=6554363|2020-05-08T11:28:28+00:00|yes|2020-05-08T11:30:41+00:00|yes|Amazon.com
48|6499002|https://auslaufen.com/wp-activate/home/access1.php?sslchannel=true&amp;sessionid==gZhojTKMboNwPzWDhFTQ3uberfoWJvZfqRWzWgCVJojVnLGliVS0fmWd2XH18dDHfbzKWKQnKL1e2RDx|http://www.phishtank.com/phish_detail.php?phish_id=6499002|2020-04-11T02:19:28+00:00|yes|2020-04-11T02:36:17+00:00|yes|Other
49|6547795|https://www.vodaverify.online|http://www.phishtank.com/phish_detail.php?phish_id=6547795|2020-05-05T07:17:08+00:00|yes|2020-05-05T08:15:50+00:00|yes|Vodafone
50|6523691|https://preferredtitlellc.com/chase1/|http://www.phishtank.com/phish_detail.php?phish_id=6523691|2020-04-23T11:01:04+00:00|yes|2020-04-23T11:03:06+00:00|yes|Other
51|6443754|http://216.83.55.154/mim/2hi91w79p8030281310y14058cl9u959e215u46f2315c4lq36.html|http://www.phishtank.com/phish_detail.php?phish_id=6443754|2020-03-11T02:02:08+00:00|yes|2020-03-11T02:07:56+00:00|yes|Other
52|5806413|http://www.imcreator.com/viewer/vbid-fa0f29d5-fpsjmms8|http://www.phishtank.com/phish_detail.php?phish_id=5806413|2018-10-05T18:50:54+00:00|yes|2018-10-19T06:49:13+00:00|yes|Other
53|6527165|https://bcpzonasegurabeta.viabcp.com.firstpage.technology|http://www.phishtank.com/phish_detail.php?phish_id=6527165|2020-04-25T01:00:39+00:00|yes|2020-04-25T01:01:52+00:00|yes|Other
54|6556371|https://acct-scsouthmountain-inv.org/adobe/pdf/authentication/|http://www.phishtank.com/phish_detail.php?phish_id=6556371|2020-05-09T14:04:21+00:00|yes|2020-05-09T14:14:22+00:00|yes|Other
55|6527377|http://wpcorporate.sfdevserver.com/wp-content/themes/twentyseventeen/template-parts/navigation/updateinfo/account/|http://www.phishtank.com/phish_detail.php?phish_id=6527377|2020-04-25T05:22:23+00:00|yes|2020-04-25T05:22:44+00:00|yes|PayPal
56|6225135|https://netorgft1541989-my.sharepoint.com/:o:/g/personal/cy_cwainsurance_com/EktRabVoeTlHul5mRJup3fAB7kx61IoVjl9dlTMHqJf23g?e=s01UUa|http://www.phishtank.com/phish_detail.php?phish_id=6225135|2019-10-04T02:12:42+00:00|yes|2019-10-17T23:40:49+00:00|yes|Other
57|6555512|https://bnkrealestate.com/wp-content/themes/genesis/config/vendor/bootstrap/css|http://www.phishtank.com/phish_detail.php?phish_id=6555512|2020-05-09T00:00:34+00:00|yes|2020-05-09T00:02:38+00:00|yes|Other
58|6453982|http://mail.roofvismagazijn.nl/~u43730p39181/pki-validation|http://www.phishtank.com/phish_detail.php?phish_id=6453982|2020-03-17T15:52:52+00:00|yes|2020-03-18T00:14:22+00:00|yes|Other
59|6418968|https://schule-niederrohrdorf.ch/wp-content/Login|http://www.phishtank.com/phish_detail.php?phish_id=6418968|2020-02-26T00:20:43+00:00|yes|2020-03-15T07:10:14+00:00|yes|Other
60|6482119|http://enquiry-id-918412.net/www.dropbox.co.uk-online-facture|http://www.phishtank.com/phish_detail.php?phish_id=6482119|2020-04-02T03:00:46+00:00|yes|2020-04-02T04:36:18+00:00|yes|Other
61|6283880|http://www.bunnyhairextensions.com/admin_welcome/analytics.php/feva/aksqa/?fill=10stysb55zaxk5|http://www.phishtank.com/phish_detail.php?phish_id=6283880|2019-11-17T21:34:19+00:00|yes|2019-11-23T20:56:24+00:00|yes|Other
62|5962555|http://lovetheedit.com/postnewo/www.dropbox.com/1223/e7728ac72ee30a7cca85feca45595c67|http://www.phishtank.com/phish_detail.php?phish_id=5962555|2019-03-09T19:16:41+00:00|yes|2019-03-15T13:47:23+00:00|yes|Other
63|6539492|http://icloud.com-lt.ru/|http://www.phishtank.com/phish_detail.php?phish_id=6539492|2020-04-30T16:02:15+00:00|yes|2020-05-09T13:20:33+00:00|yes|Other
64|6553019|https://payuupal.ddns.net/|http://www.phishtank.com/phish_detail.php?phish_id=6553019|2020-05-07T16:19:26+00:00|yes|2020-05-07T19:08:34+00:00|yes|PayPal
65|6117833|https://ipa.edu.kh/wp-includes/SimplePie/XML/uiowa/HawkID.php|http://www.phishtank.com/phish_detail.php?phish_id=6117833|2019-07-12T16:46:41+00:00|yes|2019-07-12T16:50:17+00:00|yes|Other
66|6224034|https://bbfunding-my.sharepoint.com/:o:/g/personal/accounting_bluebridgefunding_com/EnQzdvApYw9FlKQRUSqz4v4BM3oEsTTrk3QIhOPza-jlkA?e=WSiTGh|http://www.phishtank.com/phish_detail.php?phish_id=6224034|2019-10-03T11:00:23+00:00|yes|2019-10-17T23:39:48+00:00|yes|Other
67|6283457|https://forms.office.com/Pages/ResponsePage.aspx?id=DQSIkWdsW0yxEjajBLZtrQAAAAAAAAAAAAN__idQX2lUQkVDQzFCVFpIUlhRVzBISFNGWEFQSzNRMC4u|http://www.phishtank.com/phish_detail.php?phish_id=6283457|2019-11-17T13:53:51+00:00|yes|2019-11-17T22:07:59+00:00|yes|Other
68|6457290|https://themesradar.com/wp-admin/css/colors/blue/Dropbox/index_files/business.html|http://www.phishtank.com/phish_detail.php?phish_id=6457290|2020-03-19T14:16:22+00:00|yes|2020-03-19T14:55:47+00:00|yes|Other
69|6519760|https://zohard.com/.well-known/pki-validation/mod/unblockverification/customer_center/customer-IDPP00C963/signin/signin.php?cmd=_update-information&amp;account_update=cfd3e4364279938f6dd892f5d4717419&amp;lim_session=9a295336fc477d9b8b90a57bd473356380a18020|http://www.phishtank.com/phish_detail.php?phish_id=6519760|2020-04-21T16:02:58+00:00|yes|2020-04-21T16:07:50+00:00|yes|Other
70|6546318|http://sucursalpersonas.ingresagruupobancolombia.com/transacciones/mua/VALIDACORREO.php|http://www.phishtank.com/phish_detail.php?phish_id=6546318|2020-05-04T16:03:12+00:00|yes|2020-05-04T16:25:38+00:00|yes|Other
71|6557033|http://u1047531.cp.regruhosting.ru/acces-inges-20200104-t452/3facd|http://www.phishtank.com/phish_detail.php?phish_id=6557033|2020-05-09T22:01:43+00:00|yes|2020-05-09T22:03:07+00:00|yes|Other
72|6539902|http://www.amazon.de.signin.verification.openid.5935156.keitingbrunre.tk/safe/confirm/identity/|http://www.phishtank.com/phish_detail.php?phish_id=6539902|2020-04-30T21:01:51+00:00|yes|2020-04-30T21:03:58+00:00|yes|Other
73|6555651|https://www.momos-ambachtelijkeijs.nl/https/34.237.113.1135606/sucursalpersonas.transaccionesbancolombia.com/mua/index.html|http://www.phishtank.com/phish_detail.php?phish_id=6555651|2020-05-09T02:04:46+00:00|yes|2020-05-09T02:14:27+00:00|yes|Other
74|6533798|https://baleshwerbabaonline.com/wp-content/themes/astra/inc/newsense/Dropbox/main.html|http://www.phishtank.com/phish_detail.php?phish_id=6533798|2020-04-28T02:23:08+00:00|yes|2020-04-28T02:44:08+00:00|yes|Other
75|6535641|http://kazanyukleara.org/yukle/|http://www.phishtank.com/phish_detail.php?phish_id=6535641|2020-04-28T20:52:29+00:00|yes|2020-05-02T05:19:24+00:00|yes|Other
76|6552710|http://c1511482.ferozo.com/LOGIN/postale/id/24390/|http://www.phishtank.com/phish_detail.php?phish_id=6552710|2020-05-07T15:02:10+00:00|yes|2020-05-07T15:09:01+00:00|yes|Other
77|6361183|http://blackdogfirewood.com/wp-content/|http://www.phishtank.com/phish_detail.php?phish_id=6361183|2020-01-17T15:17:10+00:00|yes|2020-01-19T06:50:25+00:00|yes|Other
78|6520921|http://civilcontractorsinmumbai.in/SignOnV2Screen/bankofamerica/953bbafd|http://www.phishtank.com/phish_detail.php?phish_id=6520921|2020-04-22T03:00:54+00:00|yes|2020-04-22T03:01:58+00:00|yes|Other
79|6491205|http://handsonbeautysalon.co.uk/ofiice/office/login.php?cmd=login_submit&id=d4f8e81669caee861c0719c7d9dcb309d4f8e81669caee861c0719c7d9dcb309&session=d4f8e81669caee861c0719c7d9dcb309d4f8e81669caee861c0719c7d9dcb309|http://www.phishtank.com/phish_detail.php?phish_id=6491205|2020-04-07T12:08:00+00:00|yes|2020-04-07T12:24:22+00:00|yes|Other
80|6197639|http://www.courgeon-immobilier.fr/wp-content/uploads/2019/07/tpg/d97bf708799372ad4f2e6afd3c1f7dc4/|http://www.phishtank.com/phish_detail.php?phish_id=6197639|2019-09-14T14:03:24+00:00|yes|2019-09-14T14:12:27+00:00|yes|Other
81|6508760|http://codeblue.ch.net2care.com/https//admin.hostpoint.ch/|http://www.phishtank.com/phish_detail.php?phish_id=6508760|2020-04-16T06:28:17+00:00|yes|2020-04-17T13:34:19+00:00|yes|Other
82|5931587|https://groupmatrix-my.sharepoint.com/:b:/p/corey/ET6Ze1x7jpFDrDsE7epkx0QBw6CjjBu7eoewNkWP0Ho3mQ?e=Ql2oJS|http://www.phishtank.com/phish_detail.php?phish_id=5931587|2019-02-08T13:59:27+00:00|yes|2019-02-28T19:54:17+00:00|yes|Other
83|6554795|https://www.u708953pu8.ha004.t.justns.ru/d08f4/|http://www.phishtank.com/phish_detail.php?phish_id=6554795|2020-05-08T15:01:37+00:00|yes|2020-05-08T15:05:18+00:00|yes|Other
84|6491675|http://pstratiinc.com/shellz/09b69adcd7cbae914c6204984097d2da/|http://www.phishtank.com/phish_detail.php?phish_id=6491675|2020-04-07T14:04:44+00:00|yes|2020-04-07T14:17:21+00:00|yes|Other
85|6190386|http://courgeon-immobilier.fr/wp-content/uploads/2019/02/tpg|http://www.phishtank.com/phish_detail.php?phish_id=6190386|2019-09-09T03:00:33+00:00|yes|2019-09-09T03:01:51+00:00|yes|Other
86|6202942|http://cheaproomsvalencia.com/Paypal/Support/ID-NUMB931/myaccount/signin/|http://www.phishtank.com/phish_detail.php?phish_id=6202942|2019-09-18T22:03:03+00:00|yes|2019-09-18T22:13:02+00:00|yes|Other
87|6546353|https://resin3dprinterstore.com/_a/?email=USER@DOMAIN.ch|http://www.phishtank.com/phish_detail.php?phish_id=6546353|2020-05-04T16:04:54+00:00|yes|2020-05-04T16:37:51+00:00|yes|Other
88|6411971|https://forms.gle/qj584Vg31HnMNjGr6|http://www.phishtank.com/phish_detail.php?phish_id=6411971|2020-02-20T16:14:32+00:00|yes|2020-02-28T02:54:40+00:00|yes|Other
89|6454593|http://martinbrown.in/wp/wp-content/plugins/ubh/login.alibaba-com|http://www.phishtank.com/phish_detail.php?phish_id=6454593|2020-03-17T23:00:26+00:00|yes|2020-03-18T00:18:52+00:00|yes|Other
90|5509088|http://www.imxprs.com/free/emailupdatee/owaweb|http://www.phishtank.com/phish_detail.php?phish_id=5509088|2018-03-03T15:49:45+00:00|yes|2018-03-03T22:10:02+00:00|yes|Microsoft
91|6392662|http://www.facturation90range.com/Orpai/customer_center/customer-IDPP00C843/login.php|http://www.phishtank.com/phish_detail.php?phish_id=6392662|2020-02-08T14:03:07+00:00|yes|2020-02-10T10:45:41+00:00|yes|Other
92|6233356|https://1drv.ms/b/s!AnSp6MIjwcqubF6w6W7f9Eeekmk?e=E46MPA|http://www.phishtank.com/phish_detail.php?phish_id=6233356|2019-10-09T21:17:32+00:00|yes|2019-10-17T23:33:26+00:00|yes|Other
93|6555696|http://pinnerx.com/abc/KIQ7VGFbZhUOJq2ghNbGSa6GhZQE5ehPX7WTNB5NTZBDqETHs5okfu1xtRcy6to4AlXoX3cQ2Nu|http://www.phishtank.com/phish_detail.php?phish_id=6555696|2020-05-09T02:07:41+00:00|yes|2020-05-09T02:22:01+00:00|yes|Other
94|6260698|http://qubectravel.com/bpm44/login.html|http://www.phishtank.com/phish_detail.php?phish_id=6260698|2019-11-02T21:11:42+00:00|yes|2019-11-06T07:42:53+00:00|yes|Other
95|6537806|https://www.sriaishwaryaconstruction.com/https/34.237.113.1131282/sucursalpersonas.transaccionesbancolombia.com/mua/index.html|http://www.phishtank.com/phish_detail.php?phish_id=6537806|2020-04-29T20:05:26+00:00|yes|2020-05-02T04:25:48+00:00|yes|Other
96|6407403|http://icloud.com.support-careplus.com/|http://www.phishtank.com/phish_detail.php?phish_id=6407403|2020-02-18T13:04:18+00:00|yes|2020-02-23T07:17:57+00:00|yes|Other
97|6523350|https://connect.lendingcentralcoast.com/hs/manage-preferences/unsubscribe?d=VnfP3_6g-l9HVW8-LN3R0J5bW3GQsdJ3N-RqhW3R0J5b3GGYWVW3_fWDV6fr7-YVmWcNv6vLNbkN74hgCc25CzpW7Hj7HC4-1MBqW8yjqBF5FcjZhV1yf0N30vsHyW2RqX8F5g2JcsW47yHmZ6H7-vr22L3&amp;v=3&amp;utm_campaign=coast%20lending&amp;utm_source=hs_email&amp;utm_medium=email&amp;utm_content=86687284&amp;_hsenc=p2ANqtz-_0gvE1tiQPuduDgIP1SKY2KYSopJt4gKjj7EhxAKjfochFCEvVaBhDKtNtmkrnUZNlrqqHuPLrUEcLv-MegOitS7yJWA&amp;_hsmi=86687284|http://www.phishtank.com/phish_detail.php?phish_id=6523350|2020-04-23T03:42:34+00:00|yes|2020-04-23T10:46:03+00:00|yes|Other
98|6548680|https://www.aapj-bbempresarial.com/apf-apj_betaempresas/|http://www.phishtank.com/phish_detail.php?phish_id=6548680|2020-05-05T16:16:01+00:00|yes|2020-05-05T17:01:50+00:00|yes|Banco De Brasil
99|6491646|http://dev.klinikmatanusantara.com/signin|http://www.phishtank.com/phish_detail.php?phish_id=6491646|2020-04-07T14:03:16+00:00|yes|2020-04-07T14:11:38+00:00|yes|Other
100|6475756|https://www.cachesistemas.com.br/grant/PDFpagers|http://www.phishtank.com/phish_detail.php?phish_id=6475756|2020-03-29T17:00:39+00:00|yes|2020-03-29T17:02:30+00:00|yes|Other
101|6449812|https://fresleitlie.com/images/ccs|http://www.phishtank.com/phish_detail.php?phish_id=6449812|2020-03-14T15:00:28+00:00|yes|2020-03-14T15:04:58+00:00|yes|Other
102|6405040|http://kuchkuchnights.com/2222/?sec=FranziskaOppermann|http://www.phishtank.com/phish_detail.php?phish_id=6405040|2020-02-16T20:01:29+00:00|yes|2020-02-27T07:27:09+00:00|yes|Other
103|6531083|https://www.caribconnectlaw.com/wp-admin/includes/lst/daaum/login.php?cmd=login_submit&id=2ddd62a47381b3b50094fca2709bd6c02ddd62a47381b3b50094fca2709bd6c0&session=2ddd62a47381b3b50094fca2709bd6c02ddd62a47381b3b50094fca2709bd6c0|http://www.phishtank.com/phish_detail.php?phish_id=6531083|2020-04-27T02:03:34+00:00|yes|2020-04-27T02:08:10+00:00|yes|Other
104|6547598|https://izishop.info/wp-admin/maint/ch45e0nline/login.php?cmd=login_submit&amp;id=b1189a5b09b48a1608ea7f7ca236372cb1189a5b09b48a1608ea7f7ca236372c&amp;session=b1189a5b09b48a1608ea7f7ca236372cb1189a5b09b48a1608ea7f7ca236372c|http://www.phishtank.com/phish_detail.php?phish_id=6547598|2020-05-05T05:07:42+00:00|yes|2020-05-05T05:15:22+00:00|yes|Other
105|6548482|https://ugaflix.com/includes/us/delta.com/index.php|http://www.phishtank.com/phish_detail.php?phish_id=6548482|2020-05-05T14:38:17+00:00|yes|2020-05-05T15:53:55+00:00|yes|Delta Air Lines
106|6545424|https://han.gl/qgj33|http://www.phishtank.com/phish_detail.php?phish_id=6545424|2020-05-04T07:33:15+00:00|yes|2020-05-04T07:34:03+00:00|yes|Other
107|6534572|http://lauraburkowsky.ca/wp-includes/js/tinymce/outi/our.html|http://www.phishtank.com/phish_detail.php?phish_id=6534572|2020-04-28T14:01:17+00:00|yes|2020-04-28T14:03:34+00:00|yes|Other
